User_ID,Customer_Journey
U0699,LinkedIn -> Facebook -> LinkedIn -> TikTok -> LinkedIn
U0700,Unknown -> TikTok -> LinkedIn -> Google -> LinkedIn
U0701,LinkedIn -> LinkedIn -> Blog
U0702,Unknown
U0703,Blog -> Blog -> TikTok -> LinkedIn
U0704,Google
U0705,Facebook -> TikTok -> TikTok
U0706,Google -> Blog -> Google -> Blog
U0707,Google -> LinkedIn -> LinkedIn -> LinkedIn -> LinkedIn
U0708,Blog -> Blog
U0709,TikTok
U0710,Unknown
U0711,LinkedIn -> Blog
U0712,LinkedIn -> LinkedIn -> TikTok -> Facebook -> TikTok
U0713,Facebook -> Blog -> Google -> TikTok
U0714,Blog -> Unknown
U0715,Google -> LinkedIn -> Facebook
U0716,LinkedIn -> Facebook -> LinkedIn -> Facebook -> Blog
U0717,TikTok -> Facebook
U0718,LinkedIn -> Facebook -> Blog -> Google
U0719,LinkedIn -> Google
U0720,LinkedIn -> Unknown -> Unknown
U0721,Google -> Blog -> LinkedIn -> Blog
U0722,Blog
U0723,TikTok -> Google
U0724,Unknown -> Facebook -> Google -> Google -> LinkedIn
U0725,Unknown -> LinkedIn -> LinkedIn -> Facebook
U0726,Google -> TikTok -> Facebook
U0727,Google
U0728,Google -> LinkedIn -> Blog -> Google -> Google
U0729,Facebook -> Google -> LinkedIn -> Facebook -> TikTok
U0730,Blog -> LinkedIn -> Blog -> LinkedIn
U0731,LinkedIn
U0732,Blog -> Google
U0733,LinkedIn -> Facebook -> Blog -> Google
U0734,Unknown -> Google -> Unknown -> TikTok
U0735,TikTok -> Blog -> Facebook
U0736,Unknown -> LinkedIn
U0737,Google -> LinkedIn -> Google -> Facebook -> Facebook
U0738,Google
U0740,Blog -> Blog
U0741,TikTok -> Google -> Facebook
U0742,Facebook
U0743,Unknown
U0744,Blog -> Google -> Google -> Google
U0745,Google -> LinkedIn -> Facebook
U0746,Facebook -> Google
U0747,Unknown -> TikTok
U0748,LinkedIn
U0749,TikTok -> Facebook -> Facebook -> TikTok -> Blog
U0750,LinkedIn -> TikTok -> TikTok
U0751,Facebook -> LinkedIn
U0752,Blog
U0753,LinkedIn
U0754,Google -> Google
U0755,LinkedIn -> TikTok -> Blog
U0756,Blog -> LinkedIn
U0757,LinkedIn -> Unknown -> Blog -> LinkedIn
U0758,Google -> Facebook
U0759,Unknown -> LinkedIn
U0760,LinkedIn
U0761,Google -> Facebook -> Facebook -> LinkedIn
U0762,Facebook -> Google -> Facebook -> Facebook -> Google
U0763,Google -> Blog -> LinkedIn -> Google -> LinkedIn
U0764,Facebook -> LinkedIn -> Google -> Facebook
U0765,Facebook -> Google -> Blog
U0766,TikTok
U0767,TikTok -> LinkedIn -> Blog -> Google
U0768,LinkedIn -> Facebook
U0769,Google -> Facebook -> TikTok -> Blog -> Blog
U0770,Unknown -> LinkedIn -> Google
U0771,TikTok
U0772,Facebook -> Google -> Blog
U0773,Blog -> Blog -> Google -> Google
U0774,Blog -> TikTok -> LinkedIn
U0775,Facebook -> Google -> Facebook -> Facebook
U0776,Google
U0777,Blog -> Facebook -> Unknown -> LinkedIn
U0778,TikTok -> Facebook -> Google
U0779,LinkedIn -> Facebook
U0780,Blog -> Google -> Blog -> TikTok
U0781,Facebook -> Facebook -> Facebook -> TikTok -> TikTok
U0782,Google -> LinkedIn -> Facebook
U0783,Facebook
U0784,LinkedIn -> Facebook -> Google
U0785,Google -> Blog -> Facebook -> TikTok
U0786,Facebook -> Facebook -> LinkedIn -> Google
U0787,Facebook -> Google -> LinkedIn
U0788,Blog -> Facebook -> TikTok -> Google -> Google
U0789,Facebook -> Facebook -> TikTok
U0790,Google -> Facebook -> Blog
U0791,Google -> TikTok -> TikTok -> Blog -> TikTok
U0792,TikTok
U0793,Blog -> Google
U0794,Facebook -> Google -> TikTok -> Unknown -> LinkedIn
U0795,TikTok -> Facebook -> Google -> Google -> Facebook
U0796,LinkedIn
U0797,Blog -> TikTok -> LinkedIn -> Google
U0798,Google -> TikTok -> Blog -> Facebook
U0799,LinkedIn -> Google -> Google -> TikTok -> TikTok
U0800,LinkedIn
U0801,Unknown -> Blog -> Google
U0802,Google -> Blog -> LinkedIn
U0803,Facebook
U0804,LinkedIn -> TikTok -> TikTok -> Unknown -> Blog
U0805,TikTok -> LinkedIn -> TikTok
U0806,Blog -> TikTok -> Blog -> Google -> Blog
U0807,Facebook -> Google -> Google -> LinkedIn -> TikTok
U0808,Blog
U0809,Facebook
U0810,Facebook
U0811,Blog -> Google -> TikTok -> LinkedIn -> LinkedIn
U0812,Facebook -> LinkedIn -> LinkedIn -> LinkedIn -> Google
U0813,TikTok -> Facebook -> Google -> Google -> LinkedIn
U0814,Google -> Blog -> TikTok
U0815,Blog
U0816,LinkedIn
U0817,Blog
U0818,TikTok -> Facebook
U0819,Blog -> Facebook -> Facebook
U0820,TikTok -> Unknown -> TikTok -> Facebook
U0821,LinkedIn
U0822,TikTok -> LinkedIn -> Facebook -> LinkedIn
U0823,Google
U0824,TikTok -> LinkedIn
U0825,Blog -> Blog -> TikTok -> Blog -> LinkedIn
U0826,Facebook -> TikTok
U0827,Facebook -> Unknown -> LinkedIn -> Blog
U0828,Facebook -> Blog -> Blog -> Google -> Google
U0829,Blog
U0830,TikTok -> Google
U0831,Facebook
U0832,TikTok
U0833,Blog -> Google
U0834,LinkedIn
U0835,TikTok -> LinkedIn
U0836,Blog -> Unknown
U0837,Google -> Google -> Google
U0838,Blog -> Blog
U0839,LinkedIn -> Blog -> LinkedIn -> Unknown -> TikTok
U0840,Facebook -> Unknown -> Unknown -> TikTok -> TikTok
U0841,Facebook -> Facebook -> Facebook -> Unknown -> LinkedIn
U0842,LinkedIn -> Blog -> Google -> TikTok -> TikTok
U0843,Blog -> Facebook
U0844,Google -> Facebook
U0845,Blog -> Blog -> Unknown
U0846,TikTok -> TikTok
U0847,TikTok
U0848,Unknown -> Blog -> LinkedIn -> LinkedIn
U0849,TikTok -> Facebook
U0850,LinkedIn -> Blog -> TikTok -> LinkedIn
U0851,LinkedIn -> Blog -> Unknown -> LinkedIn
U0852,Blog
U0853,Google
U0854,Facebook
U0855,Facebook -> Google
U0856,LinkedIn
U0857,Facebook -> Blog -> Google -> Google
U0858,TikTok
U0859,Blog -> Blog
U0860,Unknown -> TikTok -> Unknown
U0861,Facebook -> Blog
U0862,Google -> LinkedIn -> LinkedIn -> Google
U0863,Blog -> Google -> TikTok -> Unknown -> Facebook
U0864,Facebook -> Google -> LinkedIn -> Google -> TikTok
U0865,Blog -> TikTok
U0866,LinkedIn -> Facebook
U0867,TikTok -> Blog -> Facebook -> TikTok
U0868,Google -> Google -> Blog -> Blog -> Blog
U0869,Google -> TikTok -> Unknown -> Google -> Facebook
U0870,Blog -> Google -> TikTok -> Blog -> Facebook
U0871,TikTok -> Facebook
U0872,Facebook -> Facebook -> LinkedIn -> Unknown -> Google
U0873,Unknown
U0874,Unknown -> Blog -> Unknown -> LinkedIn -> Facebook
U0875,Facebook -> Google -> TikTok -> Google -> Facebook
U0876,TikTok -> Google -> LinkedIn -> Blog -> LinkedIn
U0877,Blog
U0878,LinkedIn -> Facebook -> Facebook
U0879,Blog -> Blog -> Facebook
U0880,TikTok -> LinkedIn -> Blog -> TikTok
U0881,TikTok -> LinkedIn -> Unknown -> LinkedIn
U0882,Unknown -> TikTok -> Blog -> Google
U0883,Blog
U0884,Facebook -> LinkedIn -> Facebook -> LinkedIn -> Google
U0885,Facebook -> TikTok
U0886,TikTok
U0887,Unknown -> Facebook -> LinkedIn -> Blog
U0888,Blog -> LinkedIn -> LinkedIn
U0889,Google
U0890,Unknown -> TikTok
U0891,Facebook
U0892,Facebook -> Blog -> Facebook -> LinkedIn
U0893,TikTok -> Blog -> Google
U0894,TikTok -> Blog -> Google -> Google
U0895,Facebook -> Google -> Google -> Blog
U0896,TikTok -> Facebook -> Blog -> Unknown -> Blog
U0897,LinkedIn
U0898,Google -> Google -> Blog -> LinkedIn
U0899,LinkedIn -> Blog -> Blog -> Google -> TikTok
U0900,Blog -> Blog -> Unknown
U0901,LinkedIn -> Facebook -> Facebook -> Unknown
U0902,Google -> TikTok -> TikTok -> Facebook
U0903,Blog
U0904,Facebook -> LinkedIn
U0905,LinkedIn -> Google
U0906,LinkedIn -> Blog
U0907,TikTok -> Google -> Facebook -> TikTok -> LinkedIn
U0908,Blog
U0909,Facebook -> Facebook
U0910,Facebook
U0911,LinkedIn -> LinkedIn -> Blog -> Facebook -> Unknown
U0912,LinkedIn -> TikTok -> Facebook -> LinkedIn
U0913,TikTok -> TikTok
U0914,Blog -> LinkedIn -> TikTok
U0915,TikTok -> Facebook -> LinkedIn -> LinkedIn
U0916,Blog
U0917,TikTok -> Blog -> Facebook -> Blog
U0918,Blog
U0919,Facebook
U0920,LinkedIn -> Unknown -> Google
U0921,Facebook -> Google -> TikTok -> LinkedIn -> Blog
U0922,Facebook -> Google -> Facebook -> Google
U0923,LinkedIn -> Blog -> Blog
U0924,Unknown -> Blog -> LinkedIn -> Google -> TikTok
U0925,TikTok -> Google -> Facebook
U0926,LinkedIn
U0927,TikTok -> Facebook -> Google
U0928,TikTok
U0929,Unknown -> LinkedIn -> Facebook -> Facebook -> Facebook
U0930,Google -> LinkedIn -> TikTok
U0931,TikTok -> Google -> Blog
U0932,TikTok -> TikTok
U0933,LinkedIn -> Facebook
U0934,Google -> LinkedIn -> Unknown -> Google -> Blog
U0935,Google -> Google -> Blog -> Facebook
U0936,TikTok -> TikTok
U0937,TikTok -> TikTok -> LinkedIn -> Google -> TikTok
U0938,Unknown -> LinkedIn -> LinkedIn -> Google
U0939,Facebook -> Facebook -> Blog -> LinkedIn -> LinkedIn
U0940,Facebook -> Blog -> Blog
U0941,LinkedIn
U0942,TikTok
U0943,TikTok -> LinkedIn
U0944,Blog -> Blog -> Blog -> Blog
U0945,Blog
U0946,Blog -> LinkedIn -> LinkedIn -> Google -> Google
U0947,Blog -> Blog -> Google -> Google -> Google
U0948,Blog -> Google
U0949,LinkedIn
U0950,Blog -> Facebook -> Google -> TikTok -> LinkedIn
U0951,LinkedIn -> Google -> Google
U0952,LinkedIn -> Google -> LinkedIn
U0953,TikTok -> TikTok -> TikTok -> Google -> Facebook
U0954,TikTok -> Facebook
U0955,Blog -> Facebook
U0956,LinkedIn -> TikTok -> Google
U0957,LinkedIn -> LinkedIn -> TikTok
U0958,Google -> Facebook -> TikTok -> Google
U0959,TikTok
U0960,Blog -> LinkedIn -> Facebook -> Google
U0961,LinkedIn -> Blog -> Google -> LinkedIn -> LinkedIn
U0962,LinkedIn -> Blog -> Blog -> LinkedIn
U0963,LinkedIn -> Google -> TikTok -> Google
U0964,Google -> Blog
U0965,Google -> LinkedIn -> TikTok
U0966,LinkedIn -> Google
U0967,Facebook
U0968,LinkedIn -> Blog -> Blog
U0969,LinkedIn -> Google -> LinkedIn
U0970,TikTok -> Blog -> LinkedIn -> TikTok -> Facebook
U0971,LinkedIn -> Blog -> TikTok -> Facebook
U0972,Google
U0973,Google -> Blog -> Google -> Facebook
U0974,TikTok -> Unknown -> TikTok -> TikTok -> TikTok
U0975,Facebook -> Google -> Unknown
U0976,Google
U0977,Facebook -> Blog -> Google -> LinkedIn
U0978,LinkedIn
U0979,LinkedIn -> Google -> Facebook -> Facebook -> TikTok
U0980,Facebook -> TikTok -> LinkedIn
U0981,Google -> LinkedIn -> TikTok
U0982,TikTok -> Google -> LinkedIn -> Google -> Blog
U0983,TikTok
U0984,TikTok -> Facebook -> Google
U0985,Google -> TikTok -> Facebook -> Facebook -> Blog
U0986,Blog -> Blog -> Blog
U0987,Blog -> LinkedIn -> LinkedIn -> LinkedIn
U0988,TikTok -> TikTok
U0989,Blog -> LinkedIn -> Blog -> LinkedIn
U0990,LinkedIn -> Blog -> Facebook -> Facebook -> Facebook
U0991,Google -> Google
U0992,LinkedIn -> TikTok -> TikTok -> Google
U0993,Unknown -> Google -> Facebook
U0994,TikTok -> Facebook -> LinkedIn -> Blog
U0995,Facebook -> Google -> LinkedIn -> TikTok -> TikTok
U0996,Google -> Google -> Facebook -> Facebook
U0997,Google -> TikTok
U0998,LinkedIn -> Unknown -> TikTok -> Facebook
U0999,Google -> TikTok -> TikTok -> Blog
U1000,Blog -> Facebook -> TikTok -> Blog
U1001,TikTok -> Facebook -> TikTok
U1002,Google -> TikTok -> Facebook
U1003,Facebook -> Blog -> Blog -> Blog -> LinkedIn
U1004,LinkedIn
U1005,Google -> Google -> Unknown -> Facebook -> Google
U1006,Google -> Google -> Blog -> Blog -> Facebook
U1007,LinkedIn -> Facebook -> Facebook
U1008,Google -> TikTok -> Google
U1009,LinkedIn
U1010,Facebook -> Google -> Google -> Facebook
U1011,Facebook -> TikTok -> Blog
U1012,LinkedIn -> Facebook -> TikTok -> Facebook
U1013,LinkedIn
U1014,Google
U1015,Facebook
U1016,Facebook -> Blog -> Blog -> TikTok -> Facebook
U1017,LinkedIn -> Blog -> Google -> TikTok
U1018,Unknown -> Google -> TikTok -> LinkedIn
U1019,TikTok -> Google -> Google -> LinkedIn -> TikTok
U1020,Google -> Blog -> Facebook -> Facebook
U1021,Google -> Facebook -> TikTok -> Google -> Facebook
U1022,Unknown -> Google -> TikTok
U1023,Google -> Blog -> Google -> Facebook -> LinkedIn
U1024,Facebook -> Facebook -> TikTok -> Google
U1025,LinkedIn -> LinkedIn -> LinkedIn -> Facebook
U1026,TikTok -> Facebook -> LinkedIn -> TikTok -> Facebook
U1027,Blog -> TikTok -> LinkedIn -> TikTok -> Google
U1028,LinkedIn -> Blog
U1029,Facebook -> Blog
U1030,Facebook
U1031,LinkedIn -> Google
U1032,LinkedIn -> LinkedIn -> Google -> LinkedIn -> Facebook
U1033,Facebook -> Google -> Google -> Facebook
U1034,Facebook -> Blog -> Blog
U1035,Facebook -> TikTok -> LinkedIn -> Google
U1036,Facebook -> TikTok -> Facebook -> Blog -> Facebook
U1037,Google -> Blog -> Google
U1038,Blog -> Blog -> Facebook
U1039,Blog -> LinkedIn -> Google -> Blog
U1040,Blog -> TikTok -> Blog -> Google -> TikTok
U1041,LinkedIn -> TikTok
U1042,Blog -> Facebook
U1043,Google -> Google -> Google -> Facebook
U1044,Google -> Facebook -> Facebook -> TikTok -> Facebook
U1045,Blog -> Blog -> TikTok -> Blog
U1046,Google
U1047,Google
U1048,TikTok -> Facebook
U1049,Blog
U1050,Facebook -> Google -> Google -> LinkedIn -> LinkedIn
U1051,TikTok -> Google -> Google -> Facebook -> LinkedIn
U1052,Google
U1053,Google -> TikTok -> Blog
U1054,Facebook -> Google -> LinkedIn -> TikTok
U1055,Google -> Google -> TikTok
U1056,Unknown -> Facebook -> LinkedIn -> Facebook
U1057,Blog -> TikTok
U1058,Facebook -> Facebook -> TikTok -> Blog -> Blog
U1059,LinkedIn -> Facebook -> Blog -> Google -> TikTok
U1060,Facebook -> TikTok
U1061,Blog -> Unknown -> Facebook -> TikTok
U1062,LinkedIn -> Facebook
U1063,LinkedIn -> TikTok -> Google -> Blog
U1064,Google -> TikTok -> Google -> LinkedIn -> Google
U1065,TikTok
U1066,Unknown -> Facebook -> TikTok -> Facebook -> Blog
U1067,Facebook -> LinkedIn -> LinkedIn
U1068,Google -> TikTok -> Google
U1069,TikTok -> TikTok -> LinkedIn -> TikTok -> Google
U1070,TikTok -> Blog
U1071,LinkedIn -> Google -> TikTok -> Google -> TikTok
U1072,LinkedIn -> Unknown -> TikTok
U1073,Facebook -> Blog -> TikTok -> Google
U1074,Blog -> LinkedIn -> Google -> TikTok -> LinkedIn
U1075,Facebook
U1076,LinkedIn -> Facebook -> Blog -> Google
U1077,LinkedIn -> TikTok
U1078,Google
U1079,TikTok -> Facebook -> TikTok -> Unknown -> Facebook
U1080,LinkedIn
U1081,Blog
U1082,Blog
U1083,TikTok -> Unknown -> Google
U1084,Unknown -> LinkedIn -> Facebook -> TikTok
U1085,Facebook -> Blog -> Blog -> Google
U1086,Facebook -> LinkedIn -> Google -> TikTok
U1087,Facebook -> LinkedIn -> TikTok -> LinkedIn -> LinkedIn
U1088,LinkedIn -> Facebook -> Google
U1089,Google -> Blog -> Blog
U1090,Blog -> Blog
U1091,Google
U1092,LinkedIn -> TikTok -> LinkedIn -> LinkedIn
U1093,Google -> Blog -> LinkedIn -> Blog -> Facebook
U1094,Google -> LinkedIn -> Blog
U1095,TikTok -> LinkedIn -> Facebook -> Blog
U1096,LinkedIn
U1097,Blog
U1098,Facebook -> Blog -> LinkedIn
U1099,Google -> Unknown -> LinkedIn
U1100,LinkedIn
U1101,Unknown
U1102,TikTok
U1103,LinkedIn -> Blog -> Blog -> Blog
U1104,Facebook
U1105,Google -> TikTok -> TikTok
U1106,Unknown -> Facebook
U1107,Google -> TikTok
U1108,Facebook -> LinkedIn -> TikTok -> LinkedIn -> Blog
U1109,LinkedIn -> Facebook -> Blog -> Google
U1110,TikTok
U1111,TikTok
U1112,Blog
U1113,Unknown -> Facebook
U1114,TikTok -> Facebook -> Facebook -> Google -> Google
U1115,Unknown
U1116,Blog -> TikTok -> Facebook
U1117,Google -> Blog
U1118,Facebook -> Facebook -> Facebook -> TikTok -> Blog
U1119,Google -> LinkedIn
U1120,Blog -> TikTok -> Blog
U1121,Google
U1122,TikTok -> TikTok -> Blog -> Unknown
U1123,Blog
U1124,TikTok -> Google -> Google -> TikTok
U1125,Google -> Google
U1126,Unknown -> LinkedIn
U1127,LinkedIn -> Google -> LinkedIn
U1128,Blog -> Blog -> Unknown -> TikTok
U1129,TikTok -> LinkedIn
U1130,Google -> Google -> TikTok
U1131,Facebook
U1132,Blog -> Blog -> TikTok
U1133,Blog -> Blog -> Blog -> Google
U1134,TikTok
U1135,Google -> Facebook -> LinkedIn
U1136,TikTok -> LinkedIn
U1137,TikTok
U1140,LinkedIn -> TikTok -> LinkedIn -> LinkedIn
U1141,Google
U1142,LinkedIn -> Blog -> Facebook
U1143,LinkedIn -> TikTok -> Google -> Facebook
U1144,Blog -> LinkedIn -> LinkedIn
U1145,Facebook
U1146,Google -> LinkedIn -> Facebook -> Unknown -> LinkedIn
U1147,LinkedIn -> TikTok
U1148,TikTok
U1149,Blog
U1150,Unknown -> TikTok -> Google -> LinkedIn
U1151,Blog -> Google -> Facebook -> Blog
U1152,Blog -> LinkedIn -> Blog -> LinkedIn -> LinkedIn
U1153,Unknown
U1154,Google -> LinkedIn -> Unknown -> TikTok
U1155,Facebook -> LinkedIn -> Blog
U1156,LinkedIn -> Facebook -> Google -> Facebook -> Unknown
U1157,Google -> LinkedIn
U1158,Unknown
U1159,LinkedIn -> Facebook
U1160,Google -> Facebook -> Facebook -> LinkedIn
U1161,Facebook -> LinkedIn -> Blog -> Blog -> Blog
U1162,LinkedIn -> Unknown -> TikTok
U1163,LinkedIn -> TikTok
U1164,Blog -> Blog
U1165,Google -> Facebook -> Google
U1166,Google -> Unknown -> TikTok
U1167,Google -> Blog -> TikTok -> LinkedIn
U1168,Facebook -> LinkedIn -> TikTok
U1169,Google -> Blog -> LinkedIn -> TikTok
U1170,TikTok -> Unknown
U1171,LinkedIn -> TikTok
U1172,LinkedIn -> Blog -> Facebook -> Google
U1173,Facebook -> LinkedIn
U1174,Facebook -> Google -> Google -> TikTok
U1175,LinkedIn -> Blog -> TikTok -> Google
U1176,Unknown -> Facebook -> LinkedIn -> Facebook
U1177,Blog
U1178,TikTok -> Google -> TikTok -> Facebook
U1179,Google -> Google -> Blog -> LinkedIn
U1180,Blog
U1181,Facebook -> Google -> Facebook -> LinkedIn -> LinkedIn
U1182,Unknown -> TikTok -> Google -> Google
U1183,Blog -> Facebook
U1184,TikTok
U1185,LinkedIn
U1186,Unknown
U1187,Unknown -> LinkedIn -> LinkedIn -> Blog
U1188,Google -> TikTok -> TikTok
U1189,Blog -> Unknown
U1190,Facebook -> Blog -> TikTok -> LinkedIn
U1191,TikTok -> Facebook
U1192,TikTok -> Google -> Blog -> Google
U1193,Blog -> Blog
U1194,Google -> LinkedIn -> LinkedIn -> TikTok
U1195,Facebook
U1196,Blog
U1197,TikTok -> Google -> Google -> TikTok
U1198,LinkedIn -> Facebook -> Google
U1199,TikTok -> Facebook -> Unknown
U1200,TikTok -> TikTok -> LinkedIn -> Facebook
